id,sequence,year,type,social_event,title,date,time,organization,subject1,subject2,keywords
A028E,490,2014,Allied Organization,,Samuel Beckett's Fiction and the Vulnerability of Literary Forms,11-JAN-14,10:15+11:30 a.m.,Samuel Beckett Society,General Literature,Drama,"Samuel Beckett, literary forms, literary vulnerability, avant-garde"
S608,67,2014,Special Session,,Vulnerability of Body and Mind in Ford Madox Ford's _Parade's End_ Series,09-JAN-14,1:45+3:00 p.m.,,,,"Ford Madox Ford, World War 1, war, vulnerability, shell shock"
S406,681,2014,Special Session,,Complicating Assumed Vulnerability: Teaching Contemporary Writing by Arab Women,12-JAN-14,8:30+9:45 a.m.,,,,"teaching, women writers, war narrative, American literature, Arabic"
D017D,619,2014,Division,,New Perspectives on Scandal and Early United States Literature,11-JAN-14,3:30+4:45 p.m.,American Literature to 1800,American Literature,Before 1900,"scandal, early American"
S855,393,2014,Special Session,,_Early American Literature_ at Fifty,10-JAN-14,5:15+6:30 p.m.,,,,Early American Literature Journal Anniversary
S819,691,2014,Special Session,,Broadway Babies,12-JAN-14,8:30+9:45 a.m.,,,,"theater, children, drama, musical, performance"
M024H,155A,2014,MLA Organization,,"A Screening of _Eight Men Out_, a Film by John Sayles",09-JAN-14,6:30+8:45 p.m.,,,,
R004,,2014,Exhibit Hall Theater Events,,_The Modern Art Cookbook_,10-JAN-14,3:05+3:25 p.m.,,,,
R005,,2014,Exhibit Hall Theater Events,,How You Can Use _MLA Commons_,10-JAN-14,4:50+5:10 p.m.,,,,
R006,,2014,Exhibit Hall Theater Events,,How You Can Use _MLA Commons_,11-JAN-14,9:50+10:10 a.m.,,,,
M018A,421,2014,MLA Organization,,The Presidential Address,10-JAN-14,6:45 p.m.,Presidential Address,The Profession,General,
C025,,2014,Cash Bar,Y,Cash Bar Arranged by the Indiana University Department of English,10-JAN-14,7:00+8:15 p.m.,,,,
A118A,420A,2014,Allied Organization,,Metaphors of Dual Citizenship: Adoption and Disability,10-JAN-14,5:15+6:30 p.m.,Alliance for the Study of Adoption and Culture,General Literature,"Cultural Studies, Folklore, and Popular Culture","adoption, disability, narrative, China, Lessing"
M056C,,2014,MLA Organization,,Breakfast,10-JAN-14,8:00+10:00 a.m.,Committee on Contingent Labor in the Profession,The Profession,General,
S601,692,2014,Special Session,,Encoding and Decoding William Blake,12-JAN-14,8:30+9:45 a.m.,,,,"William Blake, Digital Humanities, Code, Kabbalah, Print Culture"
S854,510,2014,Special Session,,Antebellum Affects: Literature and Theory,11-JAN-14,12:00 noon+1:15 p.m.,,,,"affect, nineteenth century, american, sentimental"
S888,759,2014,Special Session,,Modernism and the Discourse of Personality,12-JAN-14,12:00 noon+1:15 p.m.,,,,"modernism, personality, transatlantic, psychology, impressionism"
S714,444,2014,Special Session,,American Literature and the Sea in the Nineteenth Century,11-JAN-14,8:30+9:45 a.m.,,,,"Labor, Oceanic, Law, Economics, Antebellum"
S703,549,2014,Special Session,,British Romanticism and the Future of the 1790s,11-JAN-14,1:45+3:00 p.m.,,,,"Romanticism, 1790s, eighteenth-century, radical, repression"
S709,721,2014,Special Session,,The Long Weekend: Popular Literature in Interwar Britain,12-JAN-14,10:15+11:30 a.m.,,,,"genre studies, leisure, crime fiction, women writers"
S770,132,2014,Special Session,,"Reevaluating the Literary Coterie, 1580–1780",09-JAN-14,5:15+6:30 p.m.,,,,"Early Modern, Network, Coterie, Renaissance"
S757,445,2014,Special Session,,Newer New or Coming After? Americanist Literary Criticism at the Present Moment,11-JAN-14,8:30+9:45 a.m.,,,,American literary criticism
S866,693,2014,Special Session,,Forms of Devotion in Early Modern Poetry,12-JAN-14,8:30+9:45 a.m.,,,,"Devotional, poetry, Donne, Lock, Early Modern"
A087A,225,2014,Allied Organization,,The Reciprocal Gaze between Romania and Spain,10-JAN-14,8:30+9:45 a.m.,Romanian Studies Association of America,Other Literatures,Romanian,
A084A,118,2014,Allied Organization,,"Reading Ezra Pound: Technology, Pedagogy, and Scholarship",09-JAN-14,3:30+4:45 p.m.,Ezra Pound Society,American Literature,Twentieth Century/Poetry,"Technology, Hypertext, Smart Classrooms, Pedagogy"
M039B,606,2014,MLA Organization,,Technology and Teaching Vulnerable Languages in Vulnerable Times,11-JAN-14,3:30+4:45 p.m.,Committee on Community Colleges,The Profession,General,"Endangered languages, Native American, Nahuatl, technology, language teaching"
B014B,136,2014,Affiliate Organization,,The Living Self and the Literary Self,09-JAN-14,5:15+6:30 p.m.,American Psychoanalytic Association,General Literature,"Literature and Other Arts, Humanities, Law, Psychology, Science, and Sociology","psychoanalysis, Milton, trauma, self, Balint"
D027C,733,2014,Division,,_Rape of the Lock_ at Three Hundred,12-JAN-14,10:15+11:30 a.m.,Restoration and Early-Eighteenth-Century English Literature,British Literature,Restoration and Early Eighteenth Century,"Pope, poetry, thing studies"
F002,230,2014,Forum,,The Presidential Forum: Vulnerable Times,10-JAN-14,10:15 a.m.+12:00 noon,,,,"Vulnerability, Resistance, Activism, Reparation, Climate"
D015A,20,2014,Division,,The State in African Literatures,09-JAN-14,12:00 noon+1:15 p.m.,,,,"bio-politics, agency, memory, governance"
D013B,805,2014,Division,,In the Meme Time,12-JAN-14,1:45+3:00 p.m.,Popular Culture,General Literature,"Cultural Studies, Folklore, and Popular Culture","social media, meme, popular culture"
D023B,401,2014,Division,,Middle English Keywords,10-JAN-14,5:15+6:30 p.m.,Chaucer,British Literature,Old and Middle English,"Chaucer, Middle English, Keywords"
G044A,91,2014,Discussion Group,,Technologies of Translation,09-JAN-14,3:30+4:45 p.m.,Translation,General Literature,Translation,"Technology, Translation, Digital Humanities, Media"
D024B,494,2014,Division,,Assessing Early Modern Queer Studies,11-JAN-14,10:15+11:30 a.m.,"Literature of the English Renaissance, Excluding Shakespeare",British Literature,Renaissance and Elizabethan,"queer, renaissance, sexuality"
D077B,563,2014,Division,,Postcolonial Graphic Memoirs,11-JAN-14,1:45+3:00 p.m.,"Autobiography, Biography, and Life Writing",General Literature,Nonfictional Prose,"graphic memoir, postcolonial, race, globalization"
D082A,325,2014,Division,,"_Aiiieeeee!_ and Asian American Literature, Forty Years Later",10-JAN-14,1:45+3:00 p.m.,Asian American Literature,American Literature,General/Asian,"Asian American literature, anthology, gender"
G010A,645,2014,Discussion Group,,Current Issues in Romance Linguistics,11-JAN-14,5:15+6:30 p.m.,Comparative Romance Linguistics,Linguistics,Foreign Languages,"Romance Languages, semantics, phonology, morphology"
M057A,660,2014,MLA Organization,,MLA Awards Ceremony,11-JAN-14,6:45 p.m.,MLA Awards Ceremony,The Profession,General,
W002C,607,2014,Forum Linked Session,,Public Humanities,11-JAN-14,3:30+4:45 p.m.,,,,
S317,391,2012,Special Session,,Kafka and the Holocaust,07-JAN-12,8:30+9:45 a.m.,,,,
S311,557,2012,Special Session,,Teaching Cervantes: Cognitive Theories and Early Modern Subjectivity,07-JAN-12,3:30+4:45 p.m.,,,,
S359,426,2012,Special Session,,Global Exiles:  Images of Otherness on Austria's World Maps,07-JAN-12,10:15+11:30 a.m.,,,,
S148,185,2012,Special Session,,Betrayal and the Function of the Humanities within the University,06-JAN-12,8:30+9:45 a.m.,,,,
S122,425,2012,Special Session,,Composing New Partnerships in the Digital Humanities,07-JAN-12,8:30+9:45 a.m.,,,,
S316,743,2012,Special Session,,Jean Bodin and Renaissance Demonology,08-JAN-12,1:45+3:00 p.m.,,,,
S352,257,2012,Special Session,,Beyond the Hispanic Atlantic: New Transoceanic and Postcolonial Articulations,06-JAN-12,12:00 noon+1:15 p.m.,,,,
S121,156,2012,Special Session,,Genre in the Genome Age,05-JAN-12,7:00+8:15 p.m.,,,,
S398,393,2012,Special Session,,"Codes, Conventions, Connotations: Intertextuality in Modern Arabic Literature",07-JAN-12,8:30+9:45 a.m.,,,,
S110,335,2012,Special Session,,Thing and Symbol in Everyday Life and Narration,06-JAN-12,3:30+4:45 p.m.,,,,
S131,86,2012,Special Session,,"Slavery, Enlightenment, and the Book",05-JAN-12,3:30+4:45 p.m.,,,,
S374,336,2012,Special Session,,Cultural Activism and the Uses of Maya Literature,06-JAN-12,3:30+4:45 p.m.,,,,
S300,186,2012,Special Session,,Between the Singular and the Universal: Remembering Post/Revolutionary Haiti,06-JAN-12,8:30+9:45 a.m.,,,,
S127,592,2012,Special Session,,"Answering to Debt: Benjamin, Schuld, and Literature",07-JAN-12,5:15+6:30 p.m.,,,,
S388,742,2012,Special Session,,Crisis and Continuity: The Avant-Garde in Its Time,08-JAN-12,1:45+3:00 p.m.,,,,
S722,741,2012,Special Session,,Suspension of the Will in Early Modern England,08-JAN-12,1:45+3:00 p.m.,,,,
S721,118,2012,Special Session,,Linear Isomorphism and Represented Environments in the British Eighteenth and Nineteenth Centuries,05-JAN-12,5:15+6:30 p.m.,,,,
S752,669,2012,Special Session,,Sentimentalism's Unread Stories of Slavery,08-JAN-12,10:15+11:30 a.m.,,,,
S415,187,2012,Special Session,,Digital Humanities and Hispanism,06-JAN-12,8:30+9:45 a.m.,,,,
S743,157,2012,Special Session,,Transforming the Atlantic: Caribbean-Scottish (Post)Colonial Relations,05-JAN-12,7:00+8:15 p.m.,,,,
S165,68,2014,Special Session,,Rhetoric and Representations of Autism and Aphasia,09-JAN-14,1:45+3:00 p.m.,,,,"Disability, Autism, Aphasia, Autobiography"
S391,81,2014,Special Session,,Postwar Central American Literatures and Cultures: From Vulnerability to Resiliency,09-JAN-14,3:30+4:45 p.m.,,,,"Central America, Literature, Human Rights, War, Genocide"
S814,82,2014,Special Session,,Vulnerable Readers and the Post-1945 American Novel,09-JAN-14,3:30+4:45 p.m.,,,,"Reading, Vulnerability, Affiliation, Ethics, Affect"
G001A,243,2014,Discussion Group,,Transatlantic Ireland,10-JAN-14,10:15+11:30 a.m.,Anglo-Irish Literature,Other Literature in English,Irish,"transatlantic, Irish, colonialism, twentieth-century"
D030B,640,2014,Division,,Victorian Temporalities,11-JAN-14,5:15+6:30 p.m.,the Victorian Period,British Literature,Nineteenth Century/Victorian,"history, temporality, tempo, impulse, pause"
D012B,335,2014,Division,,Mass versus Coterie: The Rare Book,10-JAN-14,1:45+3:00 p.m.,Prose Fiction,General Literature,Prose Fiction,"print, prose fiction, book reading"
S134,682,2014,Special Session,,What Is the Impact of Humanities Scholarship?,12-JAN-14,8:30+9:45 a.m.,,,,"humanities, scholarship, impact, crisis, invention"
S368,389,2014,Special Session,,Narco-globalidades: Recepción y apropiación de la criminalidad local,10-JAN-14,5:15+6:30 p.m.,,,,"Drug trafficking, Narco-novelas, Globalization, Latin America, Neoliberalism"
S367,156,2014,Special Session,,The Expulsion of the Moriscos (1609–14): History and Memory,09-JAN-14,7:00+8:15 p.m.,,,,"Moriscos, Spain, Expulsion"
S153,750,2014,Special Session,,What Queer Things: Rethinking Desires and Sexualities through Object Relations and Materialities,12-JAN-14,12:00 noon+1:15 p.m.,,,,"queer, sexuality, theory, materiality"
S309,641,2014,Special Session,,Essaying Masculinity,11-JAN-14,5:15+6:30 p.m.,,,,"Masculinity, Gender, Montaigne, Essais, Renaissance"
S300,683,2014,Special Session,,"Jean-Luc Godard: History, Theory, Cinema",12-JAN-14,8:30+9:45 a.m.,,,,"French Film, Godard"
S191,141,2014,Special Session,,Enduring Noise: Sound and Sexual Difference,09-JAN-14,5:15+6:30 p.m.,,,,"sound, gender, sexuality, repetition, time"
S150,600,2014,Special Session,,Literature and Justice,11-JAN-14,3:30+4:45 p.m.,,,,"poetic justice, dante, kleist, coetzee"
S158,83,2014,Special Session,,Is Everything Queer?,09-JAN-14,3:30+4:45 p.m.,,,,"Queer Theory, Cultural Studies, Literary Theory"
S190,155,2014,Special Session,,Literary Criticism at the Macroscale: Quantitative and Qualitative Approaches to Textual Circulation,09-JAN-14,5:15+6:30 p.m.,,,,"Digital Humanities, Network Theory, Textual Circulation"
S383,7,2014,Special Session,,From the Sacred to the Postsecular: Religion and Literary Writing in Twentieth- and Twenty-First-Century Spain,09-JAN-14,12:00 noon+1:15 p.m.,,,,"religion, narrative, contemporary Spain, post-secular"
S116,79,2014,Special Session,,Translingual Practice: Cross-Disciplinary Conversations,09-JAN-14,1:45+3:00 p.m.,,,,"multilingualism, inter-disciplinarity, contact zones"
S416,202,2014,Special Session,,At Peril: Lives on the Verge of Extinction,10-JAN-14,8:30+9:45 a.m.,,,,"global capitalism, risk, environment, vulnerability, precarious existence"
S381,714,2014,Special Session,,Integrating Ecocriticism into College-Level German Curricula,12-JAN-14,10:15+11:30 a.m.,,,,"German, Ecocriticism, Ecology, Curriculum, College"
S181,121,2014,Special Session,,Homo-reproductions,09-JAN-14,5:15+6:30 p.m.,,,,"sexuality, sex, reproduction, temporality, gender"
C022,662,2014,Cash Bar,Y,Cash Bar Arranged by the University of Virginia Department of English,11-JAN-14,7:00+8:15 p.m.,,,,
C023,663,2014,Cash Bar,Y,Cash Bar Arranged by the University of New Hampshire English Department,11-JAN-14,7:00+8:15 p.m.,,,,
D057B,477,2014,Division,,Performance in Francophone Cultures,11-JAN-14,10:15+11:30 a.m.,Francophone Literatures and Cultures,Francophone Literature,General,"Theater, storytelling, rap music, folktales, spoken word"
M024D,674,2014,MLA Organization,,The Work of Life Writing in and for Vulnerable Ethnic Communities,12-JAN-14,8:30+9:45 a.m.,,,,life writing; testimonio; trauma; minority communities
S710,282,2014,Special Session,,"Realist Poetry in the ""Twilight"" Era",10-JAN-14,12:00 noon+1:15 p.m.,,,,"realist fiction, poetry, late-nineteenth-century American literature"
S422,675,2014,Special Session,,"Everything, Nothing Is Sacred: Humor, Jokes, and Education in German-Language Literature and Thought",12-JAN-14,8:30+9:45 a.m.,,,,"wit, humor, laughter, jokes, romanticism"
S603,626,2014,Special Session,,"Bernard Shaw and Adaptation: Reinvention, Refinishing, Embodiment",11-JAN-14,5:15+6:30 p.m.,,,,"drama, adaptation, genre, print, Shakespeare"
S428,550,2014,Special Session,,A Look at the Newberry's Collection: Maps and Manuscripts in Colonial Studies,11-JAN-14,1:45+3:00 p.m.,,,,"Primary sources, research, colonial Spanish America"
S759,250,2014,Special Session,,Race in Neoliberalism's Televisual Imagination,10-JAN-14,10:15+11:30 a.m.,,,,"Race, Multiculturalism, Television, Media, Neoliberalism"
S860,446,2014,Special Session,,Early African American Print Cultures: Reflections and Directions,11-JAN-14,8:30+9:45 a.m.,,,,African American Print Culture
S782,53,2014,Special Session,,"Leading Novelists, Eminent Novels: Exploring the Early American Novel and Its Cultural Influences",09-JAN-14,1:45+3:00 p.m.,,,,"Religion, Early America, Cooper, Sedgwick, Stowe"
S811,627,2014,Special Session,,Chicago's _Poetry_ and the Making of Literary Modernism,11-JAN-14,5:15+6:30 p.m.,,,,"Chicago, poetry and poetics, modernism, print culture, Harriet Monroe"
S616,283,2014,Special Session,,_Beneath the American Renaissance_ at Twenty-Five: The Legacy of an American Cultural Studies Classic,10-JAN-14,12:00 noon+1:15 p.m.,,,,"American Renaissance, Theory and Criticism, Cultural Biography, Digital Humanities, Literary History"
S780,163,2014,Special Session,,Red Chicago,09-JAN-14,7:00+8:15 p.m.,,,,"Chicago, literary radicalism, leftist African American writers"
S812,511,2014,Special Session,,Literature and Liturgy in the Seventeenth Century,11-JAN-14,12:00 noon+1:15 p.m.,,,,"religion, liturgy, history, practice, authority"
S772,588,2014,Special Session,,The Victorian Visual Artist and the Ideal of Realism,11-JAN-14,3:30+4:45 p.m.,,,,"Realism, Victorian, Visual, Artists, Photography"
S843,90,2014,Special Session,,Remote Sensing in Victorian Realism,09-JAN-14,3:30+4:45 p.m.,,,,"Realism, reading, Gaskell, Hardy, Eliot"
S401,164,2014,Special Session,,1968 in German Film,09-JAN-14,7:00+8:15 p.m.,,,,"Film, 1968, German, interdisciplinary, 20th-century"
D081B,806,2014,Division,,"Untangling (the Web of) Aristotle: Counter-rhetoric, Indigenous Rhetoric, and Global Rhetoric",12-JAN-14,1:45+3:00 p.m.,the History and Theory of Rhetoric and Composition,General Literature,Rhetoric and Rhetorical Theory,"rhetoric, Aristotle, translingualism, culture"
G035A,326,2014,Discussion Group,,Untranslatability,10-JAN-14,1:45+3:00 p.m.,Romance Literary Relations,General Literature,Literary Relations,"Untranslatability, Translatability, Translation, Translator"
D079B,327,2014,Division,,Rethinking _Divismo_: Italy and Modern Celebrity Culture,10-JAN-14,1:45+3:00 p.m.,,,,"divismo, celebrity, consumismo, cinema, tv"
A037A,526,2014,Allied Organization,,Scholarly Journals: Academic and Commercial and Independent Perspectives,11-JAN-14,12:00 noon+1:15 p.m.,Council of Editors of Learned Journals,The Profession,Publishing and Editing,"Journals, Presses, Commercial, Academic, Publishing"
D087B,463,2014,Division,,New Arabic Genres,11-JAN-14,8:30+9:45 a.m.,Arabic Literature and Culture,Other Literatures,Arabic,"Genres, Arabic, Contemporary"
D072A,328,2014,Division,,Biodiversity and Extinction,10-JAN-14,1:45+3:00 p.m.,Literature and Science,General Literature,"Literature and Other Arts, Humanities, Law, Psychology, Science, and Sociology","science, biology, environmentalism, conservation, extinction"
G047C,400,2014,Discussion Group,,"Language, Colonialism, and the State in Nineteenth-Century Southwest Asia",10-JAN-14,5:15+6:30 p.m.,,,,"Postcolonial, Language, Arabic, Persian, Turkish"
D082B,495,2014,Division,,Asian Americans and the Undead,11-JAN-14,10:15+11:30 a.m.,Asian American Literature,American Literature,General/Asian,Asian American literature
D073A,564,2014,Division,,"Memory, History, Stories",11-JAN-14,1:45+3:00 p.m.,,,,"memory, history, stories"
G048A,54,2014,Discussion Group,,Yiddish Connections in Modern Poetry,09-JAN-14,1:45+3:00 p.m.,Yiddish Literature,Other Literatures,Jewish,"poetry, modernism, intertextuality, translation"
G036B,306,2014,Discussion Group,,State-Sponsored Voyeurism and Surveillance,10-JAN-14,12:00 noon+1:15 p.m.,Romanian Studies,Other Literatures,Romanian,"surveillance, voyeurism, communism, Eastern Europe, totalitarianism"
D020D,807,2014,Division,,Traffic,12-JAN-14,1:45+3:00 p.m.,Twentieth-Century American Literature,American Literature,Twentieth Century,"new media, contemporary literature, digital culture, technology"
A038B,646,2014,Allied Organization,,The Politics of Poetry in Performance,11-JAN-14,5:15+6:30 p.m.,Council of Literary Magazines and Presses,The Profession,Publishing and Editing,"poetry, performance, politics, poetics"
D058B,496,2014,Division,,"""World Literature"" before 1700",11-JAN-14,10:15+11:30 a.m.,German Literature to 1700,German Literature,Before 1700,"translation, travel, transmission"
D059A,647,2014,Division,,Asia in Germany: Poetics,11-JAN-14,5:15+6:30 p.m.,Eighteenth- and Early-Nineteenth-Century German Literature,German Literature,Eighteenth and Early Nineteenth Centuries,"Asia, Enlightenment, Anthropology, Kabbalah, China"
D059B,55,2014,Division,,Asia in Germany: Anthropologies,09-JAN-14,1:45+3:00 p.m.,Eighteenth- and Early-Nineteenth-Century German Literature,German Literature,Eighteenth and Early Nineteenth Centuries,"China, Anthropology, Enlightenment"
D003A,700,2014,Division,,Life Drives: Movements and Forms,12-JAN-14,8:30+9:45 a.m.,Comparative Studies in Romanticism and the Nineteenth Century,Comparative Literature,Eighteenth and Nineteenth Centuries,"Romanticism, Victorian, Science and Literature, Philosophy and Literature"
D058A,227,2014,Division,,"The Lyrical ""I"" in Premodern German Poetry",10-JAN-14,8:30+9:45 a.m.,German Literature to 1700,German Literature,Before 1700,"poetry, subjectivity, voice"
S431,119,2012,Special Session,,Toward New Humanity: Theoretical Interventions into Literature in Modern Chinese Aesthetics,05-JAN-12,5:15+6:30 p.m.,,,,
S421,337,2012,Special Session,,Human Dignity and Reading the Renaissance,06-JAN-12,3:30+4:45 p.m.,,,,
S756,379,2012,Special Session,,"Assessing _What Was African American Literature?_; or, The State of the Field in the New Millennium",06-JAN-12,5:15+6:30 p.m.,,,,
S623,720,2012,Special Session,,Katherine Mansfield and Modernist Form,08-JAN-12,12:00 noon+1:15 p.m.,,,,
S152,638,2012,Special Session,,Gettin' Around: Transnational Jazz Literature,08-JAN-12,8:30+9:45 a.m.,,,,
S626,719,2012,Special Session,,More Recent Morrison,08-JAN-12,12:00 noon+1:15 p.m.,,,,
S176,223,2012,Special Session,,Translation and Disciplinarity,06-JAN-12,10:15+11:30 a.m.,,,,
S182,558,2012,Special Session,,"Lookin' at You, Kid: New Postcolonial, Ontological, and Experimental Takes on Film Subjectivity",07-JAN-12,3:30+4:45 p.m.,,,,
S163,120,2012,Special Session,,Writing the Cuban Nation,05-JAN-12,5:15+6:30 p.m.,,,,
S611,224,2012,Special Session,,Michael Field and the Arts,06-JAN-12,10:15+11:30 a.m.,,,,
S718,51,2012,Special Session,,The American Transcendentalists as Continental Philosophers,05-JAN-12,1:45+3:00 p.m.,,,,
S162,718,2012,Special Session,,Reading Affect in Twentieth-Century Literature,08-JAN-12,12:00 noon+1:15 p.m.,,,,
S711,498,2012,Special Session,,"Modes of Transport: Media, Genre, and Nineteenth-Century United States Poetry",07-JAN-12,12:00 noon+1:15 p.m.,,,,
S619,188,2012,Special Session,,Jimi Hendrix and the Poetics of Song,06-JAN-12,8:30+9:45 a.m.,,,,
S707,670,2012,Special Session,,Constancy in Distress: Transnationalism and Transgression in the Eighteenth-Century Novel,08-JAN-12,10:15+11:30 a.m.,,,,
S168,21,2012,Special Session,,"Globalization, Latinidad, Chicano/a Literature",05-JAN-12,12:00 noon+1:15 p.m.,,,,
S154,121,2012,Special Session,,"Writing the Jasmine Revolution and Tahrir Square: Graffiti, Film, Collage, Poetry",05-JAN-12,5:15+6:30 p.m.,,,,
S181,356,2012,Special Session,,"Literature and Medicine: Reconfiguring the World in Early Modern Italy, France, and England",06-JAN-12,5:15+6:30 p.m.,,,,
S155,189,2012,Special Session,,Transpacific Formalisms of the Mid-Twentieth Century,06-JAN-12,8:30+9:45 a.m.,,,,
S716,22,2012,Special Session,,"American Poetry in the 1890s: Culture, Convention, Canons",05-JAN-12,12:00 noon+1:15 p.m.,,,,
S178,499,2012,Special Session,,Literary Multilingualism and Exile in Twentieth-Century Fiction,07-JAN-12,12:00 noon+1:15 p.m.,,,,
S165,671,2012,Special Session,,Health Care Systems in Literature and Film,08-JAN-12,10:15+11:30 a.m.,,,,
S620,394,2012,Special Session,,Flexible Authorship: Recontextualizing Sui Sin Far / Edith Eaton,07-JAN-12,8:30+9:45 a.m.,,,,
S183,52,2012,Special Session,,"Post-Operaismo, Techne, and the Common",05-JAN-12,1:45+3:00 p.m.,,,,
S713,717,2012,Special Session,,Servitude in the Contemporary Transnational Literary Imaginary,08-JAN-12,12:00 noon+1:15 p.m.,,,,
S618,23,2012,Special Session,,Shaw in the 1930s: Drama and Dictatorial Politics,05-JAN-12,12:00 noon+1:15 p.m.,,,,
S159,158,2012,Special Session,,Photo(bio)graphies: Collaborative Intersections between Text and Image,05-JAN-12,7:00+8:15 p.m.,,,,
S612,523,2012,Special Session,,_Modern Love_ at 150: Reassessing George Meredith's Poetry,07-JAN-12,1:45+3:00 p.m.,,,,
S159,684,2014,Special Session,,"Interracial, Cross-Species, Cross-Gender: The Political Value of Queer Coalition",12-JAN-14,8:30+9:45 a.m.,,,,"queer, critical race, woman of color"
S848,80,2014,Special Session,,Hard Mode: Games and Narratives of Marginalization,09-JAN-14,1:45+3:00 p.m.,,,,"games, digital humanities, media"
S729,203,2014,Special Session,,The Policy Era: The Postwar Novel and American Foreign Policy,10-JAN-14,8:30+9:45 a.m.,,,,"Post-45, foreign policy, novel, State Department"
S361,751,2014,Special Session,,"The Modern Fear of Death: Subjectivity, Class Struggle, and the City in Late-Nineteenth-Century Catalonia",12-JAN-14,12:00 noon+1:15 p.m.,,,,"death, subjectivity, city, nineteenth century"
S606,685,2014,Special Session,,The Controversy over the Attribution of _De Doctrina Christiana_ to John Milton: New Perspectives,12-JAN-14,8:30+9:45 a.m.,,,,"John Milton, De Doctrina Christian, Controversy, Attribution"
S836,122,2014,Special Session,,The Amateur,09-JAN-14,5:15+6:30 p.m.,,,,"Amateur, Writers, British Commonwealth, public intellectual"
S605,192,2014,Special Session,,Arthur Miller: Self and Tragedy,09-JAN-14,7:00+8:15 p.m.,,,,"Miller, self, theater, cognitive, psychology"
S877,786,2014,Special Session,,What Narrative Can(not) Do: A Diagnosis of Narrative Approaches to Medicine,12-JAN-14,1:45+3:00 p.m.,,,,"narrative medicine, literature and medicine, medical anthropology"
S618,351,2014,Special Session,,James Baldwin: Diasporic Times,10-JAN-14,3:30+4:45 p.m.,,,,"African Diaspora, James Baldwin, digital diaspora, African American literature, Diaspora studies"
S357,123,2014,Special Session,,Mincing Their Words: Spanish Women in the Kitchen,09-JAN-14,5:15+6:30 p.m.,,,,"Cookbooks, Culinary Studies, Cultural Studies"
S707,559,2014,Special Session,,Secrets and the Silences of Memory: The Great War in Modern Fiction,11-JAN-14,1:45+3:00 p.m.,,,,"World War I, Great War, memory, narrative"
S351,715,2014,Special Session,,The Boom and Beyond: Translation and Latin American Literature,12-JAN-14,10:15+11:30 a.m.,,,,"translation, Latin America, postcolonial, indigenous, theory"
S377,84,2014,Special Session,,Latino/a Chicago,09-JAN-14,3:30+4:45 p.m.,,,,"Latino, Latina, Chicago"
S711,44,2014,Special Session,,Post-postmodernism and American Fiction,09-JAN-14,1:45+3:00 p.m.,,,,"Post-Postmodernism, Postmodernism, Fiction, American, Contemporary"
S440,601,2014,Special Session,,Naturalism and Poverty: New Perspectives in Comparative Context,11-JAN-14,3:30+4:45 p.m.,,,,"naturalism, poverty, cinema, genre"
S856,716,2014,Special Session,,Prison Abolition in Twentieth-Century American Autobiographical Literature,12-JAN-14,10:15+11:30 a.m.,,,,"prison abolition, autobiography"
S379,85,2014,Special Session,,"Reinterpreting Love and Desire in Medieval Persian Literature: Case Studies of 'Attâr, 'Erâqi, and Gorgâni",09-JAN-14,3:30+4:45 p.m.,,,,"Love, Desire, Persian Literature, Islamic Literature"
S837,787,2014,Special Session,,Modernism and Historical Crisis,12-JAN-14,1:45+3:00 p.m.,,,,"Modernism, Historical Crisis"
D028C,608,2014,Division,,"War and Literature, 1754–1815",11-JAN-14,3:30+4:45 p.m.,Late-Eighteenth-Century English Literature,British Literature,Late Eighteenth Century,"Seven Years War, Romanticism, Sentimentality"
M002A,565,2014,MLA Organization,,Online Innovations: From Distance Learning to MOOC Madness,11-JAN-14,1:45+3:00 p.m.,Association of Departments of Foreign Languages,The Profession,Foreign Languages,"MOOCs, distance learning, technology, teaching"
M008A,56,2014,MLA Organization,,Variorum Editing,09-JAN-14,1:45+3:00 p.m.,Committee on the New Variorum Edition of Shakespeare,British Literature,Shakespeare,"editing, variorum, Chaucer, Donne, Milton"
B011A,648,2014,Affiliate Organization,,Untimely Historiographies,11-JAN-14,5:15+6:30 p.m.,Rhetoric Society of America,General Literature,Rhetoric and Rhetorical Theory,"rhetoric, historiography, time, narrative, temporality"
G018A,649,2014,Discussion Group,,My Place or Yours? The Geographies of Italian American Literature,11-JAN-14,5:15+6:30 p.m.,Italian American Literature,American Literature,Twentieth Century,"Mediterranean, Multiethnic, Pedagogy, Transatlantic, Urban"
G023A,650,2014,Discussion Group,,Theoretical and Pedagogical Approaches to the Role of Translation in Multiethnic and Multilingual Studies,11-JAN-14,5:15+6:30 p.m.,Literature of the United States in Languages Other Than English,American Literature,General,"Translation, multiethnic, transnational, pedagogy, multilingual"
G014A,228,2014,Discussion Group,,Finding the Right Word: Studies in Germanic Philology,10-JAN-14,8:30+9:45 a.m.,Germanic Philology,Linguistics,Foreign Languages,"Old High German, Manuscripts, Translation, Semanitic Analysis"
D036B,464,2014,Division,,The History of Style: Language's Impact on Literature,11-JAN-14,8:30+9:45 a.m.,Linguistic Approaches to Literature,Linguistics,General,"Style, Manipulating Language, Producing Literature, Influences, Linguistics"
D007B,21,2014,Division,,Literary Sociologies of Race and Ethnicity,09-JAN-14,12:00 noon+1:15 p.m.,Ethnic Studies in Language and Literature,American Literature,General,"Sociology, Race, Ethnicity"
